,id,app_or_website,customer_collects,customer_segmentation,is_a_repeat_order,lead_time,n_customer_notes,n_items_above_quantity_10,n_listed_addresses,n_listed_payment_methods,n_previous_cancelled_orders,n_previous_completed_orders,n_small_items,payment_type,slot_date,store_number,total_price,predicted_status
149,TID06781,app,0.0,group_1,0.0,47.94178208601793,0.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-11 00:00:00,id_84,65.24668648618487,Canceled
150,TID08385,app,0.0,group_1,0.0,74.23988118097073,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_48,46.157735510055225,Not_Canceled
151,TID14521,app,0.0,group_4,0.0,120.86675003531082,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-05 00:00:00,id_51,63.52060845779979,Not_Canceled
152,TID28160,website,0.0,group_1,0.0,201.6214405435715,3.0,0.0,2.0,2.0,0.0,0.0,4.0,debit,2019-10-09 00:00:00,id_94,50.00450439826214,Not_Canceled
153,TID35251,website,0.0,group_1,0.0,29.424533789899527,1.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2019-09-02 00:00:00,id_19,63.78782876548828,Not_Canceled
154,TID00177,website,0.0,group_6,0.0,99.65224377620066,0.0,1.0,2.0,2.0,0.0,0.0,3.0,credit,2019-10-01 00:00:00,id_43,117.16518654322614,Not_Canceled
155,TID31282,app,,group_1,0.0,271.0166455750536,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-08-29 00:00:00,id_39,59.8509515772859,Canceled
156,TID06887,website,0.0,group_1,0.0,0.0050672321489648,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-04 00:00:00,id_51,78.58178377870635,Canceled
157,TID29536,app,0.0,group_1,0.0,15.59448439548292,1.0,0.0,1.0,3.0,0.0,0.0,1.0,debit,2019-12-04 00:00:00,id_32,49.33182243095786,Not_Canceled
158,TID16371,website,0.0,group_1,0.0,17.989312831754784,1.0,0.0,2.0,2.0,0.0,0.0,1.0,debit,2019-12-07 00:00:00,id_55,87.74636768725138,Not_Canceled
159,TID24064,website,,group_1,0.0,10.583376656098803,1.0,1.0,2.0,2.0,0.0,0.0,3.0,debit,2019-11-26 00:00:00,id_58,60.751489917542365,Not_Canceled
160,TID06482,website,0.0,group_1,0.0,5.854901934481397,0.0,1.0,1.0,1.0,0.0,0.0,0.0,debit,2019-10-15 00:00:00,id_53,106.07237564449038,Not_Canceled
161,TID00393,app,0.0,group_1,0.0,166.35838903847983,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-10-09 00:00:00,id_75,64.24117034196198,Canceled
162,TID01486,website,0.0,group_1,0.0,144.3203988410052,2.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-08-31 00:00:00,id_17,73.98897124464835,Not_Canceled
163,TID02340,website,0.0,group_1,0.0,13.204992712380962,2.0,1.0,2.0,2.0,0.0,0.0,2.0,debit,2019-10-22 00:00:00,id_50,71.72161267437116,Not_Canceled
164,TID01360,website,0.0,group_4,0.0,86.82558129004245,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-27 00:00:00,id_75,75.31437462503789,Not_Canceled
165,TID01734,whoosh,1.0,group_1,,6.354125803108231,0.0,0.0,1.0,,3.0,21.0,1.0,debit,2019-10-24 00:00:00,id_40,41.8678098117921,Not_Canceled
166,TID24397,website,0.0,group_4,0.0,111.19348861560736,1.0,2.0,1.0,3.0,0.0,0.0,4.0,debit,2019-08-25 00:00:00,id_83,92.6442905645228,Not_Canceled
167,TID03338,website,0.0,group_4,0.0,29.612798526224,1.0,1.0,1.0,2.0,0.0,0.0,0.0,debit,2019-08-19 00:00:00,id_44,83.62137334127559,Not_Canceled
168,TID13460,app,0.0,group_1,0.0,99.1142552361393,0.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-11-28 00:00:00,id_70,46.157735510055225,Not_Canceled
169,TID26248,website,0.0,group_4,0.0,75.41039612916418,1.0,2.0,2.0,2.0,0.0,0.0,0.0,debit,2019-09-09 00:00:00,id_87,57.52546572700426,Not_Canceled
170,TID28549,app,0.0,group_1,0.0,1.2184383894035522,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-10-11 00:00:00,id_20,46.157735510055225,Not_Canceled
171,TID22891,app,0.0,group_1,0.0,20.03202884600145,1.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2019-09-02 00:00:00,id_18,51.69012231290039,Not_Canceled
172,TID12172,website,0.0,group_1,0.0,27.8794228820056,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-24 00:00:00,id_19,88.22387687576948,Not_Canceled
173,TID17274,app,0.0,group_1,0.0,80.04198406518681,1.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-11-12 00:00:00,id_41,46.157735510055225,Not_Canceled
174,TID16887,website,0.0,group_1,0.0,21.10720300663049,1.0,0.0,2.0,2.0,0.0,0.0,1.0,debit,2019-08-07 00:00:00,id_97,79.07306831290836,Canceled
175,TID05823,website,0.0,group_1,0.0,9.90992244628229,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_31,58.76423528558156,Not_Canceled
176,TID01217,app,0.0,group_1,0.0,104.91805478925248,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-19 00:00:00,id_70,46.157735510055225,Not_Canceled
177,TID03042,website,0.0,group_1,0.0,0.0622894903241123,2.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-11-28 00:00:00,id_11,58.150521024306194,Not_Canceled
178,TID18703,website,0.0,group_1,0.0,25.888533365834267,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-11-14 00:00:00,id_82,53.20040729831208,Not_Canceled
179,TID33236,app,0.0,group_1,0.0,4.328129779260194,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-11-23 00:00:00,id_73,43.48472044988809,Not_Canceled
180,TID29236,app,0.0,group_1,0.0,31.721951303070565,0.0,1.0,1.0,1.0,0.0,0.0,5.0,debit,2019-12-04 00:00:00,id_13,39.8755458723523,Not_Canceled
181,TID16177,app,0.0,group_1,0.0,377.3010015334931,1.0,0.0,1.0,2.0,0.0,0.0,2.0,credit,2019-09-21 00:00:00,id_27,66.75011988117477,Canceled
182,TID18690,website,0.0,group_4,0.0,129.83816811940687,2.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-06 00:00:00,id_63,78.82992247822678,Not_Canceled
183,TID07740,website,0.0,group_1,0.0,124.22124110070632,4.0,2.0,1.0,2.0,0.0,0.0,1.0,credit,2019-08-12 00:00:00,id_57,90.5099234233776,Canceled
184,TID19729,website,0.0,group_1,0.0,349.1700204349588,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-11-13 00:00:00,id_16,45.03829086062573,Canceled
185,TID20646,app,0.0,group_1,0.0,83.94154571327111,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-11-18 00:00:00,id_9,46.157735510055225,Not_Canceled
186,TID28264,website,0.0,group_6,0.0,39.8652069641474,2.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-08-28 00:00:00,id_33,111.0959528234409,Not_Canceled
187,TID00481,website,0.0,group_1,0.0,68.16683068719007,1.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-10-07 00:00:00,id_21,57.43314854024935,Not_Canceled
188,TID32114,website,,group_1,0.0,47.87133632167154,2.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-12 00:00:00,id_56,57.74077628419597,Not_Canceled
189,TID34758,app,0.0,group_1,0.0,18.95049584435796,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-27 00:00:00,id_90,56.61145454534141,Not_Canceled
190,TID14697,website,0.0,group_1,0.0,24.42253202764408,0.0,2.0,1.0,1.0,0.0,0.0,1.0,debit,2019-11-04 00:00:00,id_90,48.91061994040599,Not_Canceled
191,TID06370,app,0.0,group_1,0.0,47.20188391748933,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-08-05 00:00:00,id_84,44.69086154922319,Not_Canceled
192,TID09279,app,0.0,group_1,0.0,36.80072170115401,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-20 00:00:00,id_88,61.71569030214479,Not_Canceled
193,TID01201,website,0.0,group_1,0.0,297.8772749659458,2.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-12-04 00:00:00,id_32,47.90782574381023,Not_Canceled
194,TID32137,app,0.0,group_1,0.0,23.84708252089932,0.0,0.0,2.0,2.0,0.0,0.0,1.0,credit,2019-11-27 00:00:00,id_81,75.16730217782391,Not_Canceled
195,TID33191,app,0.0,group_1,0.0,56.955148523356094,0.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-22 00:00:00,id_93,46.157735510055225,Not_Canceled
196,TID30580,website,0.0,group_1,0.0,62.02526245052244,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-08-09 00:00:00,id_37,64.14047421146486,Not_Canceled
197,TID26819,website,0.0,group_1,0.0,96.88088507977496,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-19 00:00:00,id_28,68.6463697250727,Canceled
198,TID34143,app,0.0,group_1,0.0,31.054407635457107,0.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-08-24 00:00:00,id_51,43.48472044988809,Not_Canceled
199,TID15764,website,0.0,group_1,0.0,69.78624791880195,2.0,2.0,2.0,2.0,0.0,0.0,1.0,debit,2019-12-02 00:00:00,id_98,64.14047421146486,Not_Canceled
200,TID21247,app,0.0,group_1,0.0,75.8774634783704,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-14 00:00:00,id_47,46.157735510055225,Not_Canceled
201,TID27121,website,0.0,group_1,0.0,13.780177442595402,1.0,1.0,1.0,1.0,0.0,0.0,0.0,debit,2019-10-15 00:00:00,id_38,80.35480754406477,Not_Canceled
202,TID12805,website,0.0,group_4,0.0,41.70936576156984,2.0,0.0,1.0,3.0,0.0,0.0,4.0,debit,2019-08-07 00:00:00,id_6,80.14142439952701,Not_Canceled
203,TID08713,website,0.0,group_1,0.0,25.93361305203525,0.0,4.0,1.0,1.0,0.0,0.0,10.0,debit,2019-11-19 00:00:00,id_54,46.05131783014185,Not_Canceled
204,TID35166,website,0.0,group_4,0.0,58.54004855674473,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-16 00:00:00,id_11,83.62137334127559,Not_Canceled
205,TID12606,website,1.0,group_1,0.0,96.7277661258205,3.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-01 00:00:00,id_38,59.23912697110367,Not_Canceled
206,TID03929,website,0.0,,0.0,10.152890232163063,2.0,0.0,1.0,3.0,0.0,0.0,3.0,debit,2019-08-23 00:00:00,id_64,147.40539915034717,Not_Canceled
207,TID18975,website,0.0,group_4,0.0,103.22472458389556,0.0,0.0,1.0,3.0,0.0,0.0,1.0,debit,2019-11-13 00:00:00,id_76,72.21552848211424,Canceled
208,TID12916,whoosh,1.0,group_1,,2.448719778502824,1.0,2.0,1.0,,0.0,3.0,0.0,debit,2019-09-30 00:00:00,id_52,41.8678098117921,Not_Canceled
209,TID14433,app,0.0,group_1,0.0,40.67005771667424,0.0,1.0,1.0,2.0,0.0,0.0,5.0,debit,2019-12-04 00:00:00,id_10,43.48472044988809,Not_Canceled
210,TID03569,website,0.0,group_1,0.0,22.27167489057722,1.0,2.0,1.0,1.0,0.0,0.0,0.0,debit,2019-09-09 00:00:00,id_62,71.7710298919414,Not_Canceled
211,TID12860,app,0.0,group_1,1.0,27.284190615313666,2.0,0.0,1.0,2.0,0.0,12.0,1.0,debit,2019-09-04 00:00:00,id_35,46.157735510055225,Not_Canceled
212,TID12466,app,0.0,group_1,0.0,255.10086060058137,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-03 00:00:00,id_11,44.69086154922319,Not_Canceled
213,TID29112,website,0.0,group_1,0.0,9.44533593189512,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-11 00:00:00,id_94,88.70095132428825,Not_Canceled
214,TID25121,app,0.0,group_1,0.0,15.86929854383177,2.0,0.0,1.0,3.0,0.0,0.0,1.0,debit,2019-12-04 00:00:00,id_35,54.03060159521941,Not_Canceled
215,TID34710,website,0.0,group_1,0.0,304.56106936241474,0.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-12 00:00:00,id_17,53.51198187585364,Canceled
216,TID06661,app,,group_1,0.0,37.35263345162709,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-20 00:00:00,id_67,61.71569030214479,Not_Canceled
217,TID00793,website,0.0,group_2,0.0,105.39119776994843,2.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-12-02 00:00:00,id_51,54.85867123618451,Not_Canceled
218,TID04949,website,0.0,group_1,0.0,7.230481502272819,3.0,0.0,2.0,2.0,0.0,0.0,1.0,debit,2019-08-08 00:00:00,id_41,62.74308395184665,Not_Canceled
219,TID29487,website,0.0,group_4,0.0,32.376269296330626,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-14 00:00:00,id_67,69.87422186767746,Canceled
220,TID15495,app,0.0,group_1,0.0,243.9365720635187,1.0,1.0,1.0,3.0,0.0,0.0,3.0,debit,2019-12-06 00:00:00,id_67,96.29623485072948,Canceled
221,TID31538,website,1.0,group_1,0.0,1.5218707887838585,1.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2019-11-25 00:00:00,id_80,62.47512166820742,Not_Canceled
222,TID34094,website,,group_1,0.0,159.1299496810241,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-08-16 00:00:00,id_94,67.29995271691104,Not_Canceled
223,TID31932,website,0.0,group_4,0.0,265.93854519187823,0.0,1.0,1.0,3.0,0.0,0.0,3.0,debit,2019-12-03 00:00:00,id_28,61.48755632403254,Canceled
224,TID25825,app,0.0,group_1,0.0,57.04445449384252,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-08-24 00:00:00,id_64,46.157735510055225,Not_Canceled
225,TID30481,website,0.0,group_1,0.0,104.49813221963944,1.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-20 00:00:00,id_94,43.10834718476346,Not_Canceled
226,TID26354,website,0.0,group_1,0.0,181.57588223988165,2.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-23 00:00:00,id_33,43.72102094787382,Not_Canceled
227,TID29383,website,0.0,group_1,0.0,9.146629589285476,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-03 00:00:00,id_30,77.45132445880343,Not_Canceled
228,TID18372,website,0.0,group_4,0.0,162.13829872136563,2.0,1.0,1.0,3.0,0.0,0.0,2.0,debit,2019-12-03 00:00:00,id_20,70.43474331270292,Canceled
229,TID34271,website,,group_1,0.0,131.40153898711557,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-11 00:00:00,id_69,81.33805167438976,Not_Canceled
230,TID31883,website,0.0,group_1,0.0,96.28734643640972,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-24 00:00:00,id_27,54.03060159521941,Canceled
231,TID08305,telephone,0.0,group_4,,-52.0,1.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-08-17 00:00:00,id_70,0.0,Not_Canceled
232,TID34006,app,0.0,group_1,0.0,334.0600821280101,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-09-20 00:00:00,id_77,35.47346588118821,Canceled
233,TID30583,telephone,0.0,group_4,,310.77907670492806,2.0,0.0,2.0,,0.0,0.0,2.0,debit,2019-10-18 00:00:00,id_84,7.198384934982044,Not_Canceled
234,TID29241,whoosh,0.0,group_1,,0.2945148841430207,1.0,0.0,1.0,,0.0,4.0,1.0,debit,2019-11-20 00:00:00,id_94,41.8678098117921,Not_Canceled
235,TID26446,website,0.0,group_1,0.0,150.35052067058254,1.0,0.0,1.0,2.0,0.0,0.0,5.0,debit,2019-08-07 00:00:00,id_15,66.5800180985576,Canceled
236,TID15416,whoosh,0.0,group_1,,1.792682721828539,1.0,0.0,1.0,,0.0,2.0,1.0,debit,2019-09-26 00:00:00,id_81,53.51198187585364,Not_Canceled
237,TID30318,website,0.0,group_1,0.0,64.44009885654687,2.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-13 00:00:00,id_43,60.192098255848144,Not_Canceled
238,TID02869,app,0.0,group_1,0.0,107.04499719778526,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-02 00:00:00,id_65,42.40791340221634,Not_Canceled
239,TID04214,whoosh,1.0,group_1,,14.25404092871051,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-11-02 00:00:00,id_29,46.68921428270478,Not_Canceled
240,TID27388,telephone,0.0,,,8.769632623987944,1.0,0.0,1.0,,4.0,19.0,1.0,debit,2019-11-17 00:00:00,id_97,0.0,Not_Canceled
241,TID12304,website,0.0,group_1,0.0,21.14295533087166,0.0,1.0,2.0,2.0,0.0,0.0,3.0,debit,2019-11-29 00:00:00,id_70,53.20040729831208,Not_Canceled
242,TID27999,website,0.0,group_5,0.0,1.94121915845128,3.0,0.0,1.0,3.0,0.0,0.0,2.0,debit,2019-09-12 00:00:00,id_7,118.90109343551372,Not_Canceled
243,TID03072,website,0.0,group_4,0.0,52.99287347214613,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-08-28 00:00:00,id_43,66.77012707497488,Canceled
244,TID02557,website,0.0,group_1,0.0,173.67523971000267,0.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-08-08 00:00:00,id_96,65.56288508970977,Canceled
245,TID07830,website,0.0,group_1,0.0,33.29856723655659,1.0,0.0,1.0,1.0,0.0,0.0,4.0,debit,2019-08-07 00:00:00,id_18,61.41148019017746,Not_Canceled
246,TID28437,website,0.0,group_1,0.0,13.97407528603964,1.0,1.0,1.0,1.0,0.0,0.0,1.0,debit,2019-10-15 00:00:00,id_0,102.5924300564466,Not_Canceled
247,TID09443,website,0.0,group_4,0.0,27.75627339054733,2.0,1.0,1.0,3.0,0.0,0.0,3.0,debit,2019-11-22 00:00:00,id_68,74.62762188535689,Not_Canceled
248,TID07948,website,0.0,group_4,0.0,85.20385372945005,1.0,0.0,1.0,3.0,0.0,0.0,4.0,debit,2019-10-02 00:00:00,id_66,70.88064114881571,Not_Canceled
249,TID34986,app,0.0,group_1,0.0,336.0114269759856,0.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-08-29 00:00:00,id_18,47.749171619580345,Canceled
250,TID00312,whoosh,0.0,group_1,,7.534276945444121,0.0,0.0,1.0,,0.0,1.0,2.0,debit,2019-10-30 00:00:00,id_62,40.78410635535322,Not_Canceled
251,TID03731,website,0.0,group_1,0.0,143.2959897590867,2.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-08-31 00:00:00,id_10,73.98897124464835,Not_Canceled
252,TID06658,telephone,0.0,group_1,,-0.6649221279515556,4.0,0.0,1.0,,0.0,31.0,1.0,debit,2019-09-13 00:00:00,id_99,0.0,Not_Canceled
253,TID29744,app,0.0,group_1,0.0,162.04708864063252,0.0,2.0,1.0,1.0,0.0,0.0,2.0,debit,2019-09-21 00:00:00,id_31,66.75011988117477,Canceled
254,TID17215,website,0.0,group_4,0.0,24.797119662040718,1.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-10-06 00:00:00,id_94,81.49770004380834,Not_Canceled
255,TID09686,app,0.0,group_1,1.0,1.4794437943949852,1.0,2.0,1.0,2.0,1.0,0.0,0.0,debit,2019-08-19 00:00:00,id_23,61.71569030214479,Not_Canceled
256,TID23895,app,0.0,group_1,0.0,21.6951808451476,1.0,0.0,1.0,3.0,0.0,0.0,3.0,debit,2019-08-21 00:00:00,id_50,71.22712525501093,Not_Canceled
257,TID16065,app,0.0,group_1,0.0,337.6641609989029,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-14 00:00:00,id_29,54.37761187258993,Not_Canceled
258,TID00511,app,0.0,group_1,0.0,90.93248710225056,0.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-09-07 00:00:00,id_97,46.157735510055225,Not_Canceled
259,TID22335,website,0.0,group_4,0.0,59.73347697626326,0.0,0.0,1.0,3.0,0.0,0.0,2.0,debit,2019-08-09 00:00:00,id_92,80.14142439952701,Not_Canceled
260,TID02471,app,0.0,group_1,0.0,66.22427943088185,0.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_47,46.157735510055225,Not_Canceled
261,TID12841,app,0.0,group_1,0.0,314.90083992906114,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_75,33.61475808547042,Canceled
262,TID01409,app,0.0,group_1,0.0,58.29873028564232,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-19 00:00:00,id_22,46.157735510055225,Canceled
263,TID01787,website,0.0,group_1,0.0,149.58879384699105,1.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2019-09-02 00:00:00,id_1,54.79663876765317,Not_Canceled
264,TID09720,app,0.0,group_4,0.0,32.63304096515552,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-08-07 00:00:00,id_23,54.52252146250021,Canceled
265,TID02720,website,0.0,group_4,0.0,7.645607611344758,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-29 00:00:00,id_43,100.02779199982304,Not_Canceled
266,TID26578,website,0.0,group_4,0.0,2.3248707155794115,1.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-07 00:00:00,id_63,109.76321660539102,Not_Canceled
267,TID00576,app,0.0,group_1,0.0,61.48787900394292,0.0,0.0,1.0,1.0,0.0,0.0,1.0,credit,2019-08-29 00:00:00,id_35,46.157735510055225,Not_Canceled
268,TID19916,whoosh,0.0,group_1,,-0.225140917406565,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-09-04 00:00:00,id_13,88.70095132428825,Not_Canceled
269,TID09372,website,0.0,group_1,0.0,31.308781190430675,1.0,2.0,1.0,1.0,0.0,0.0,3.0,debit,2019-10-14 00:00:00,id_85,75.10845966672949,Not_Canceled
270,TID26499,whoosh,0.0,group_1,,1.4162016476391188,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-08-14 00:00:00,id_21,56.61145454534141,Not_Canceled
271,TID21486,website,0.0,group_1,0.0,23.38035698137765,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-11-15 00:00:00,id_41,63.5710417751981,Not_Canceled
272,TID15111,website,0.0,group_4,0.0,33.680847597201456,2.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-10-24 00:00:00,id_14,66.24961222639519,Not_Canceled
273,TID03199,website,0.0,group_1,0.0,281.5415688985172,0.0,1.0,1.0,2.0,0.0,0.0,3.0,credit,2019-12-06 00:00:00,id_26,67.0501224374677,Canceled
274,TID20874,app,0.0,group_1,0.0,27.7354777218763,2.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-04 00:00:00,id_56,46.157735510055225,Not_Canceled
275,TID19316,website,0.0,group_1,0.0,113.3429831157412,3.0,0.0,1.0,2.0,0.0,0.0,4.0,credit,2019-11-13 00:00:00,id_79,67.89891274263758,Not_Canceled
276,TID17431,website,0.0,group_2,0.0,58.46584638019952,2.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-22 00:00:00,id_92,64.42235679016602,Not_Canceled
277,TID13001,website,0.0,group_1,0.0,44.24686075785118,2.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-10-12 00:00:00,id_40,54.03060159521941,Not_Canceled
278,TID35325,website,0.0,group_1,0.0,-0.9698379296884588,1.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-10-04 00:00:00,id_23,54.4966494719206,Not_Canceled
279,TID30321,website,0.0,group_1,0.0,7.502120581839369,2.0,1.0,1.0,1.0,0.0,0.0,0.0,debit,2019-11-19 00:00:00,id_82,57.12524506439994,Not_Canceled
280,TID19314,app,0.0,group_1,0.0,6.576023897183089,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-10-31 00:00:00,id_86,46.157735510055225,Not_Canceled
281,TID01618,website,0.0,group_4,0.0,34.771369529210666,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-14 00:00:00,id_99,87.50744908772087,Not_Canceled
282,TID00313,app,0.0,group_4,0.0,8.51891155959202,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-10-05 00:00:00,id_85,64.24117034196198,Not_Canceled
283,TID24114,website,0.0,group_1,0.0,47.71605526710454,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-10-24 00:00:00,id_15,53.20040729831208,Not_Canceled
284,TID14110,website,0.0,group_1,0.0,65.22732781216962,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-26 00:00:00,id_41,61.208533283227176,Canceled
285,TID09848,website,0.0,group_1,0.0,49.63287313543746,0.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-11 00:00:00,id_71,53.20040729831208,Canceled
286,TID02370,app,0.0,group_1,0.0,41.65401199141214,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-12-04 00:00:00,id_9,40.78410635535322,Not_Canceled
287,TID16365,app,0.0,group_1,0.0,58.63052272625989,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-16 00:00:00,id_79,49.2002612542528,Canceled
288,TID26914,website,0.0,group_4,0.0,88.03201209895342,3.0,0.0,1.0,3.0,0.0,0.0,3.0,debit,2019-12-05 00:00:00,id_11,72.04766092050973,Not_Canceled
289,TID07815,app,0.0,group_1,0.0,220.887813886822,0.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-12-08 00:00:00,id_40,44.171552622740144,Canceled
290,TID18877,website,0.0,group_1,0.0,35.07579274917992,3.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-16 00:00:00,id_74,78.0997260932108,Not_Canceled
291,TID06808,app,0.0,group_1,0.0,33.57029741752384,0.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-26 00:00:00,id_7,49.2002612542528,Canceled
292,TID32371,website,0.0,group_1,0.0,105.80117379038356,1.0,1.0,1.0,3.0,0.0,0.0,1.0,debit,2019-12-03 00:00:00,id_20,56.801647518780285,Not_Canceled
293,TID05945,website,0.0,group_1,0.0,23.90838408956479,1.0,2.0,1.0,1.0,0.0,0.0,1.0,debit,2019-11-25 00:00:00,id_36,61.208533283227176,Not_Canceled
294,TID08017,website,0.0,group_1,0.0,107.18908125980109,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-21 00:00:00,id_83,52.732473012044245,Not_Canceled
295,TID11016,website,0.0,group_1,0.0,58.94158207331659,1.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-11-16 00:00:00,id_20,56.81706390162497,Canceled
296,TID08564,website,0.0,group_1,0.0,57.14280059076403,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-31 00:00:00,id_71,55.89083434658451,Not_Canceled
297,TID25943,website,0.0,group_4,0.0,193.0036129162737,1.0,0.0,1.0,3.0,0.0,0.0,4.0,debit,2019-12-05 00:00:00,id_46,69.59119481612893,Canceled
298,TID30575,app,0.0,group_1,0.0,58.329118094482816,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-10-19 00:00:00,id_81,48.80522502076072,Not_Canceled
